date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-03-06,-15.54098658748504,-15.54098658772383,-15.540986587230163,4724133655
2025-03-07,-16.206617868574185,-16.20661786881315,-16.206617868319416,4724133655
2025-03-08,-16.64582282506758,-16.64582282532026,-16.645822824796294,4724133655
2025-03-09,-16.868411084514978,-16.868411084775545,-16.868411084258717,4724133655
2025-03-10,-16.887948992446358,-16.88794899272078,-16.8879489921569,4724133655
2025-03-11,-16.72084099880307,-16.720840999086338,-16.720840998520945,4724133655
2025-03-12,-16.385309419080418,-16.385309419398723,-16.385309418771826,4724133655
2025-03-13,-15.900307569599857,-15.90030756991763,-15.900307569303022,4724133655
2025-03-14,-15.284404049064353,-15.284404049344115,-15.284404048763376,4724133655
2025-03-15,-14.554677591497072,-14.554677591849789,-14.55467759117923,4724133655
2025-03-16,-13.7256623822676,-13.725662382670256,-13.725662381952713,4724133655
2025-03-17,-12.808382974306731,-12.808382974777688,-12.808382973970676,4724133655
2025-03-18,-11.809515969663991,-11.809536187026412,-11.809515969260659,4724133655
2025-03-19,-10.730712473011693,-10.730770466418626,-10.730698361022114,4724133655
2025-03-20,-9.56811105773603,-9.568211847842518,-9.568084918118764,4724133655
2025-03-21,-8.312065708235224,-8.312182129126253,-8.312025146797522,4724133655
2025-03-22,-6.947107055913708,-6.947245156224441,-6.947019918957131,4724133655
2025-03-23,-5.452148368747245,-5.452335046302732,-5.4520054618030205,4724133655
2025-03-24,-3.8009403746562818,-3.801148961607284,-3.8007742472086705,4724133655
2025-02-25,1.0321286706060366,1.0321286706047335,1.0321286706074126,45290923710
2025-02-26,1.0642619229869892,1.064261922985679,1.0642619229883838,45290923710
2025-02-27,1.0963951753679417,1.0963951753664358,1.096395175369465,45290923710
2025-02-28,1.1285284277488943,1.1285284277474819,1.1285284277503744,45290923710
2025-03-01,1.1606616801298464,1.1606616801282457,1.1606616801312701,45290923710
2025-03-02,1.192794932510799,1.1927949325091163,1.1927949325122877,45290923710
2025-03-03,1.224928184891751,1.2249281848900748,1.2249281848932536,45290923710
2025-03-04,1.257061437272704,1.2570614372710764,1.2570614372742328,45290923710
2025-03-05,1.2891946896536561,1.2891946896519524,1.2891946896552722,45290923710
2025-03-06,1.3213279420346082,1.3213279420327693,1.3213279420363604,45290923710
2025-03-07,1.3534611944155608,1.353461194413667,1.3534611944172834,45290923710
2025-03-08,1.385594446796513,1.385594446794634,1.3855944467983639,45290923710
2025-03-09,1.4177276991774654,1.417727699175596,1.4177276991793197,45290923710
2025-03-10,1.449860951558418,1.4498609515564729,1.4498609515603713,45290923710
2025-03-11,1.4819942039393705,1.4819942039372738,1.4819942039414813,45290923710
2025-03-12,1.5141274563203226,1.5141274563180764,1.5141274563224902,45290923710
2025-03-13,1.5462607087012747,1.546260708698719,1.5462607087035671,45290923710
2025-03-14,1.5783939610822273,1.578393961077551,1.5783939610850553,45290923710
2025-03-15,1.6105272134631803,1.6105272133684516,1.6105272135422781,45290923710
2025-03-16,1.6426604658441324,1.6426604655269705,1.642660466052299,45290923710
2025-03-17,1.6747937182250845,1.6747937177968328,1.6747937184987205,45290923710
2025-03-18,1.706926970606037,1.7069269700739982,1.70692697097488,45290923710
2025-03-19,1.7390602229869891,1.7390602222162583,1.7390602234632706,45290923710
2025-03-20,1.7711934753679421,1.7711934743814257,1.7711934759336425,45290923710
2025-03-21,1.8033267277488942,1.803326726501435,1.8033267284016203,45290923710
2025-03-22,1.8354599801298463,1.8354599783790015,1.8354599809433563,45290923710
2025-03-23,1.8675932325107993,1.8675932306104919,1.8675932334593126,45290923710
2025-03-24,1.8997264848917514,1.8997264826000617,1.8997264860489953,45290923710
2025-02-25,2.4812636012516585,2.4812636012087563,2.481263601290828,598294111
2025-02-26,4.475624905945452,4.475624905901866,4.475624905990481,598294111
2025-02-27,7.005583546518359,7.00558354647536,7.0055835465628915,598294111
2025-02-28,10.078851697691855,10.078851697651789,10.078851697737822,598294111
2025-03-01,13.68694798198785,13.686947981944305,13.686947982038088,598294111
2025-03-02,17.804127889995627,17.80412788995058,17.80412789004625,598294111
2025-03-03,22.38673632942174,22.3867363293713,22.38673632947163,598294111
2025-03-04,27.37302217309711,27.373022173044987,27.373022173153316,598294111
2025-03-05,32.6834434501005,32.68344345004548,32.683443450164305,598294111
2025-03-06,38.22147939306885,38.221479393011094,38.221479393135404,598294111
2025-03-07,43.874952230532266,43.87495223046974,43.87495223060922,598294111
2025-03-08,49.517847740271094,49.51784774020437,49.51784774036852,598294111
2025-03-09,55.012609528111355,55.01260952804014,55.01289050931975,598294111
2025-03-10,60.21286815100941,60.21281094575429,60.21361560147421,598294111
2025-03-11,64.96655295055298,64.96601367322525,64.96786536381224,598294111
2025-03-12,69.11932218540072,69.11819062671528,69.12151001756396,598294111
2025-03-13,72.51823611359882,72.51669327758158,72.52143070032321,598294111
2025-03-14,75.01558841228837,75.0133724195375,75.01990833515472,598294111
2025-03-15,76.47280403274378,76.46986197025352,76.47790599207055,598294111
2025-03-16,76.76430652318867,76.76005040009954,76.77027928435936,598294111
2025-03-17,75.78125520749877,75.77552905474325,75.78833252139405,598294111
2025-03-18,73.43505251713334,73.42834382335495,73.44291828678413,598294111
2025-03-19,69.66052430896643,69.65191507492607,69.66958984783525,598294111
2025-03-20,64.41868115634823,64.40937901561253,64.4288844981052,598294111
